query_id,query_text,category,complexity,source,overlap_type,original_length,anonymized_length,pii_entities_detected,pii_count,token_count,anonymization_stages,structure_preserved
PB_0139,"Opened account 20 years ago. Interest rate is 0.1%, new customers get 2.5%. Why aren't loyal customers offered matching rates?",account_lifecycle,medium,nordicbank_phrasebank,edge_case_unique_80pct,126,126,[],0,26.0,multi_stage_presidio,True
PB_0140,Account statement mailing address is PO Box but cannot receive packages (new card) there. Can different addresses be set for different mail?,account_lifecycle,medium,nordicbank_phrasebank,edge_case_unique_80pct,140,140,[],0,28.6,multi_stage_presidio,True
PB_0141,Overdraft fee charged on -€0.50 balance caused by your monthly fee. This seems circular and unfair. How to dispute?,fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,115,115,['CURRENCY_AMOUNT'],1,24.7,multi_stage_presidio,True
PB_0142,Foreign transaction fee of 2.5%: website says 'no fee for SEPA'. UK is SEPA but fee still applied. Brexit confusion?,fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,116,116,[],0,26.0,multi_stage_presidio,True
PB_0143,ATM fee: used your branded ATM but charged €3. Thought in-network ATMs were free. What defines 'in-network'?,fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,108,108,['CURRENCY_AMOUNT'],1,22.1,multi_stage_presidio,True
PB_0144,"Maintenance fee waived if balance >€5,000. Balance was €5,000.01 on 29 days, €4,999 on one day. Fee charged. Policy says 'maintained'.",fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,134,134,['CURRENCY_AMOUNT'],1,27.3,multi_stage_presidio,True
PB_0145,"Wire transfer fee €25 but sent €25,000 and €500 with same destination. Same fee for both? No volume discount?",fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,109,109,['CURRENCY_AMOUNT'],1,24.7,multi_stage_presidio,True
PB_0146,Closed account but charged 'early closure fee' of €50. Account was open 11.5 months. Policy says 12 months. Half-month short counts as early?,fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,141,141,['CURRENCY_AMOUNT'],1,29.900000000000002,multi_stage_presidio,True
PB_0147,"Paper statement fee introduced September. Charged for October, November, December (€3 each). Can I get digital statements back-dated for refund?",fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,144,144,['CURRENCY_AMOUNT'],1,26.0,multi_stage_presidio,True
PB_0148,"Returned payment fee €10 because merchant retried failed transaction 4 times. One failure, four fees. Should be one fee?",fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,120,120,['CURRENCY_AMOUNT'],1,24.7,multi_stage_presidio,True
PB_0149,Currency conversion: 'no fee' but 'FX margin applies'. Margin is 3%. Isn't margin a fee by another name? Misleading?,fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,116,116,[],0,24.7,multi_stage_presidio,True
PB_0150,Dormancy fee: charged after 12 months inactivity. But interest credited monthly is an 'activity'. Fee shouldn't apply?,fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,118,118,[],0,22.1,multi_stage_presidio,True
PB_0151,Overdraft daily fee: went into overdraft for 6 hours (€-50). Charged daily fee of €5. Six hours shouldn't equal full day?,fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,121,121,['CURRENCY_AMOUNT'],1,27.3,multi_stage_presidio,True
PB_0152,Replacement card fee €10 for damaged card. Card damaged due to faulty chip (confirmed by branch). Should bank pay for defective card?,fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,133,133,['CURRENCY_AMOUNT'],1,28.6,multi_stage_presidio,True
PB_0153,"Transaction declined fee: merchant terminal issue caused decline, not my account. Fee charged to me. Merchant's fault, my charge?",fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,129,129,[],0,24.7,multi_stage_presidio,True
PB_0154,Monthly fee prorated at account opening (15 days = half fee). Closure fee not prorated (15 days = full fee). Inconsistent?,fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,122,122,[],0,27.3,multi_stage_presidio,True
PB_0155,Premium account annual fee €120. Downgraded to basic (free) in month 8. Refund for remaining 4 months?,fee_disputes,medium,nordicbank_phrasebank,edge_case_unique_80pct,102,102,['CURRENCY_AMOUNT'],1,22.1,multi_stage_presidio,True
PB_0156,Transaction history only goes back 90 days online. Told 7 years available. How to access older transactions?,data_reporting,medium,nordicbank_phrasebank,edge_case_unique_80pct,108,108,[],0,22.1,multi_stage_presidio,True
PB_0157,Downloaded CSV statement. Date format is DD/MM/YYYY. Excel interprets as MM/DD/YYYY. Can format be specified?,data_reporting,medium,nordicbank_phrasebank,edge_case_unique_80pct,109,109,[],0,19.5,multi_stage_presidio,True
PB_0158,Annual tax statement shows different total interest than sum of monthly statements. Which is correct for tax filing?,data_reporting,medium,nordicbank_phrasebank,edge_case_unique_80pct,116,116,[],0,23.400000000000002,multi_stage_presidio,True
PB_0159,Transaction categorization in app: marked grocery purchase as 'entertainment'. Can I re-categorize for accurate budgeting?,data_reporting,medium,nordicbank_phrasebank,edge_case_unique_80pct,122,122,[],0,19.5,multi_stage_presidio,True
PB_0160,Merchant name in statement is 'UNKNOWN MERCHANT 12345' instead of actual store name. How to identify mystery transactions?,data_reporting,medium,nordicbank_phrasebank,edge_case_unique_80pct,122,122,[],0,23.400000000000002,multi_stage_presidio,True
PB_0161,End-of-year statement in December shows transactions dated January (next year). Are these pending or mis-dated?,data_reporting,medium,nordicbank_phrasebank,edge_case_unique_80pct,111,111,[],0,19.5,multi_stage_presidio,True
PB_0162,Duplicate transactions appearing in exported data but not in app view. Data integrity issue or just export bug?,data_reporting,medium,nordicbank_phrasebank,edge_case_unique_80pct,111,111,[],0,23.400000000000002,multi_stage_presidio,True
PB_0163,Statement shows 'memo' field but PDF version cuts off memo after 50 characters. Need full description for records.,data_reporting,medium,nordicbank_phrasebank,edge_case_unique_80pct,114,114,[],0,23.400000000000002,multi_stage_presidio,True
PB_0164,Foreign transaction shows amount in original currency and converted amount. Exchange rate calculation doesn't match. What rate was used?,data_reporting,medium,nordicbank_phrasebank,edge_case_unique_80pct,136,136,[],0,24.7,multi_stage_presidio,True
PB_0165,Year-end summary: says I spent €X on 'shopping' but individual shopping transactions sum to €Y. What's included in 'shopping' category?,data_reporting,medium,nordicbank_phrasebank,edge_case_unique_80pct,135,135,[],0,26.0,multi_stage_presidio,True
PB_0166,BankID authentication mandatory for Swedish tax filing but I don't have BankID. Alternative for Nordic residents abroad?,nordic_specific,medium,nordicbank_phrasebank,edge_case_unique_80pct,120,120,[],0,22.1,multi_stage_presidio,True
PB_0167,Personnummer (Swedish national ID) changed due to legal reasons. How to update across all bank records?,nordic_specific,medium,nordicbank_phrasebank,edge_case_unique_80pct,103,103,[],0,20.8,multi_stage_presidio,True
PB_0168,"Cross-Nordic transfer: from Swedish account to Finnish account (both in EUR, both SEPA). Took 4 days instead of 1. Why?",nordic_specific,medium,nordicbank_phrasebank,edge_case_unique_80pct,119,119,['CURRENCY_AMOUNT'],1,26.0,multi_stage_presidio,True
PB_0169,D-number (Norwegian temporary ID) used to open account. Got permanent personnummer. Does account need migration?,nordic_specific,medium,nordicbank_phrasebank,edge_case_unique_80pct,112,112,[],0,19.5,multi_stage_presidio,True
PB_0170,Finnish tax residency changed mid-year to Swedish. Interest income reporting: which country's tax authority gets notified?,nordic_specific,medium,nordicbank_phrasebank,edge_case_unique_80pct,122,122,[],0,20.8,multi_stage_presidio,True
PB_0171,Account opened in Sweden with Swedish IBAN. Moved to Norway. IBAN now invalid for domestic Norwegian payments. Must I open new account?,nordic_specific,medium,nordicbank_phrasebank,edge_case_unique_80pct,135,135,[],0,28.6,multi_stage_presidio,True
PB_0172,"MitID (Danish BankID) used for authentication. Traveling in Sweden, MitID app doesn't work. Nordic authentication interoperability issue?",nordic_specific,medium,nordicbank_phrasebank,edge_case_unique_80pct,137,137,[],0,22.1,multi_stage_presidio,True
PB_0173,SEPA Instant from Norway to Sweden: sent NOK to EUR account. Instant conversion but very unfavorable rate. Standard for instant?,nordic_specific,medium,nordicbank_phrasebank,edge_case_unique_80pct,128,128,[],0,26.0,multi_stage_presidio,True
PB_0174,Reported income to Skatteverket (Swedish tax authority). Bank's reported interest doesn't match. Which is correct?,nordic_specific,medium,nordicbank_phrasebank,edge_case_unique_80pct,114,114,[],0,19.5,multi_stage_presidio,True
PB_0175,"Nordic mobile number portability: moved from Sweden (+46) to Finland (+358), ported number. SMS authentication now fails. Country code confusion?",nordic_specific,medium,nordicbank_phrasebank,edge_case_unique_80pct,145,145,[],0,26.0,multi_stage_presidio,True
